City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
290,jiayuguan,39.8167,98.3,11.36,28,73,2.0,CN,1697125100
291,greenland,43.0362,-70.8328,19.6,63,75,2.06,US,1697125101
292,qarshi,38.8667,65.8,17.9,48,40,5.14,UZ,1697125101
293,whitecourt,54.1502,-115.6855,2.58,100,20,2.06,CA,1697125101
294,turochak,52.2576,87.1224,10.36,87,100,0.77,RU,1697125101
295,cockburn town,21.4612,-71.1419,29.26,74,100,6.83,TC,1697125101
296,ribe,55.3305,8.7697,13.85,67,36,3.74,DK,1697125101
297,katsuren-haebaru,26.3369,127.8719,25.01,69,20,4.12,JP,1697125101
298,daru,-9.0763,143.2092,24.85,94,99,5.53,PG,1697125101
299,taroa,8.7058,171.2275,27.61,79,58,3.68,MH,1697125102
300,hun,29.1268,15.9477,27.66,26,3,3.15,LY,1697125102
301,mejit,10.2753,170.8646,27.53,79,71,3.74,MH,1697125102
302,ujae,8.9322,165.7642,28.01,77,47,2.46,MH,1697125102
303,saint-francois,46.4154,3.9054,26.69,39,0,1.54,FR,1697125102
304,cannonvale,-20.2833,148.7,21.66,73,23,4.6,AU,1697125102
305,naze,28.3667,129.4833,22.51,72,68,6.51,JP,1697125102
306,bobo-dioulasso,11.1771,-4.2979,26.25,73,40,4.12,BF,1697125102
307,dwarka,22.2394,68.9678,27.76,71,0,4.15,IN,1697125103
308,kulunda,52.566,78.9385,6.98,80,100,1.73,RU,1697125103
309,rey bouba,8.6724,14.1786,30.47,66,100,1.19,CM,1697125103
310,hermanus,-34.4187,19.2345,15.33,86,52,6.17,ZA,1697125103
311,sola,-13.8833,167.55,25.36,83,94,9.84,VU,1697125103
312,pangkalanbuun,-2.6833,111.6167,24.8,85,91,0.91,ID,1697125103
313,guigang,23.0964,109.6092,21.08,85,8,1.27,CN,1697125103
314,paita,-5.0892,-81.1144,23.4,69,79,4.45,PE,1697125104
315,stornara,41.2873,15.7698,26.82,45,0,4.04,IT,1697125104
316,huaibei,33.9744,116.7917,17.62,63,95,2.83,CN,1697125104
317,east london,-33.0153,27.9116,16.52,82,20,6.17,ZA,1697125104
318,ghogha,21.6833,72.2833,30.9,55,3,2.56,IN,1697125104
319,ponta delgada,37.7333,-25.6667,22.4,73,40,6.17,PT,1697125104
320,fort mcmurray,56.7268,-111.381,5.77,70,0,3.6,CA,1697125104
321,wanning,18.8003,110.3967,25.66,88,97,5.74,CN,1697125104
322,taksimo,56.3444,114.8794,7.62,60,100,0.89,RU,1697125105
323,port alfred,-33.5906,26.891,18.43,86,100,0.89,ZA,1697125105
324,kodinsk,58.6881,99.1844,5.24,76,100,2.82,RU,1697125105
325,jayapura,-2.5333,140.7,25.66,92,39,2.44,ID,1697125105
326,katsuura,35.1333,140.3,19.02,64,8,4.5,JP,1697125106
327,margate,51.3813,1.3862,18.83,91,100,0.89,GB,1697125106
328,richards bay,-28.783,32.0377,23.37,83,100,5.09,ZA,1697125106
329,brokopondo,4.75,-55.1667,31.8,51,23,0.42,SR,1697125106
330,xiongzhou,25.1167,114.3,20.15,79,81,1.23,CN,1697125106
331,alaghsas,17.0187,8.0168,35.94,14,0,9.26,NE,1697125106
332,pangody,65.85,74.4859,-0.22,88,91,1.99,RU,1697125106
333,korla,41.7597,86.1469,18.39,34,0,2.07,CN,1697125107
334,mossel bay,-34.1831,22.146,17.96,81,48,7.56,ZA,1697125107
335,alofi,-19.0595,-169.9187,20.94,94,98,2.06,NU,1697125107
336,touros,-5.1989,-35.4608,29.59,62,1,7.52,BR,1697125107
337,hamilton,39.1834,-84.5333,21.39,73,20,2.57,US,1697124854
338,dikhil,11.5,42.1667,29.19,45,51,3.37,DJ,1697125107
339,richfield,44.8833,-93.283,10.04,75,75,6.69,US,1697124872
340,hotan,37.0997,79.9269,17.8,21,0,2.09,CN,1697125107
341,villa gesell,-37.2639,-56.973,10.79,59,7,5.21,AR,1697125108
342,batken,39.8333,71.0,11.77,35,87,1.04,KG,1697125108
343,porto seguro,-16.4497,-39.0647,27.29,69,40,7.72,BR,1697125108
344,alesund,62.4723,6.1549,8.52,77,75,8.75,NO,1697125108
345,eldorado,-23.7869,-54.2836,24.78,79,88,5.48,BR,1697125108
346,bydgoszcz,53.1235,18.0076,14.34,69,40,5.66,PL,1697124819
347,aqadyr,48.2553,72.8483,5.13,86,100,5.95,KZ,1697125108
348,port macquarie,-31.4333,152.9167,14.94,69,34,6.36,AU,1697125019
349,nova xavantina,-14.6667,-52.35,38.9,24,29,2.04,BR,1697125108
350,twin lakes,39.825,-105.0047,11.85,72,75,2.57,US,1697125109
351,plastun,44.7561,136.2939,11.72,68,0,2.68,RU,1697125109
352,rupert,42.6191,-113.6772,5.97,81,100,6.69,US,1697125109
353,yermentau,51.6214,73.1069,5.83,50,100,1.86,KZ,1697125109
354,ebon,4.582,168.6964,28.51,72,89,2.4,MH,1697125109
355,kachkanar,58.7,59.4948,0.87,91,100,6.93,RU,1697125109
356,gagliano del capo,39.8442,18.3695,25.36,73,20,2.57,IT,1697125109
357,nemuro,43.3236,145.575,12.97,76,1,3.16,JP,1697125110
358,payao,10.1833,122.95,25.32,91,94,0.82,PH,1697125110
359,szprotawa,51.5656,15.5366,16.46,87,100,4.38,PL,1697125110
360,kerikeri,-35.2268,173.9474,7.17,90,11,1.77,NZ,1697125110
361,songling,31.1933,120.7176,18.91,88,99,2.22,CN,1697125110
362,cognac,45.5,-0.25,28.99,42,0,2.57,FR,1697125110
363,nkowakowa,-23.8878,30.2871,31.21,19,77,2.26,ZA,1697125110
364,chamzinka,54.4019,45.7839,6.02,51,100,12.69,RU,1697125110
365,mount isa,-20.7333,139.5,18.87,63,23,0.0,AU,1697125110
366,salekhard,66.53,66.6019,-0.74,84,22,3.27,RU,1697125111
367,st. john's,47.5649,-52.7093,14.04,97,100,3.09,CA,1697124930
368,gamboma,-1.8764,15.8644,28.41,63,94,1.27,CG,1697125111
369,pisco,-13.7,-76.2167,21.12,73,20,3.6,PE,1697125111
370,laojunmiao,39.8333,97.7333,8.47,30,40,1.17,CN,1697125111
371,adelaide,-34.9333,138.6,13.71,68,75,6.69,AU,1697124911
372,saqqez,36.2499,46.2735,15.55,52,71,2.19,IR,1697125111
373,magadan,59.5667,150.8,-4.54,74,100,4.02,RU,1697125111
374,manggar,-2.8833,108.2667,27.64,76,100,4.31,ID,1697125111
375,marsta,59.6216,17.8548,13.02,48,0,7.72,SE,1697125112
376,san luis,-33.295,-66.3356,19.25,22,0,4.92,AR,1697124891
377,inarajan village,13.2736,144.7484,28.55,91,100,10.47,GU,1697125112
378,kill devil hills,36.0307,-75.676,19.43,81,40,1.54,US,1697124946
379,sao jose da coroa grande,-8.8978,-35.1478,27.45,67,52,4.52,BR,1697125112
380,likiep,9.8251,169.3107,27.77,76,59,3.66,MH,1697125112
381,tomatlan,19.9333,-105.25,28.1,71,8,0.35,MX,1697125112
382,santa terezinha,-29.9002,-50.0904,14.97,85,100,5.55,BR,1697125112
383,barabai,-2.5833,115.3833,26.22,54,70,0.79,ID,1697125112
384,sisimiut,66.9395,-53.6735,-0.56,61,100,1.71,GL,1697125113
385,molde,62.7375,7.1591,7.91,87,75,10.8,NO,1697125113
386,belyy yar,53.6039,91.3903,7.94,61,0,3.0,RU,1697125113
387,mancio lima,-7.6142,-72.8958,32.04,66,75,2.06,BR,1697125113
388,mananara,-16.1667,49.7667,21.85,83,9,1.63,MG,1697125113
389,marsh harbour,26.5412,-77.0636,29.6,76,100,9.18,BS,1697124913
390,cahul,45.9075,28.1944,17.39,39,9,4.39,MD,1697125113
391,ugoofaaru,5.6667,73.0,27.27,77,89,1.95,MV,1697125113
392,taza,34.25,-3.75,28.38,33,0,3.1,MA,1697125114
393,grand-bassam,5.2118,-3.7388,27.98,81,91,4.36,CI,1697125114
394,dombarovskiy,50.7587,59.5386,8.33,45,17,4.92,RU,1697125114
395,altai,46.3722,96.2583,5.66,42,0,2.08,MN,1697125114
396,ghat,24.9647,10.1728,31.02,18,19,4.62,LY,1697125114
397,kourou,5.1552,-52.6478,34.03,53,93,4.39,GF,1697125114
398,mount pearl,47.5166,-52.7813,13.58,97,100,3.09,CA,1697124872
399,mgandu,-5.95,34.1333,25.31,31,100,1.92,TZ,1697125114
400,bakchar,57.0186,82.0711,4.81,69,100,2.11,RU,1697125115
401,puerto lempira,15.2667,-83.7667,32.08,62,40,4.12,HN,1697125115
402,fauske,67.2588,15.3918,6.02,91,100,0.95,NO,1697125115
403,monticello,45.3055,-93.7941,9.49,81,0,5.66,US,1697124999
404,crane,31.3974,-102.3501,26.52,32,0,6.69,US,1697125115
405,tindouf,27.6711,-8.1474,33.25,15,0,10.29,DZ,1697125115
406,illizi,26.4833,8.4667,33.89,16,29,5.97,DZ,1697125115
407,morro bay,35.3658,-120.8499,20.69,61,12,3.72,US,1697124927
408,almansa,38.8692,-1.0971,25.42,29,0,2.68,ES,1697125115
409,anzio,41.4853,12.6179,27.39,63,4,3.29,IT,1697125116
410,las tablas,7.7667,-80.2833,30.29,68,67,1.56,PA,1697125116
411,anak,38.5108,125.4942,14.69,57,100,0.5,KP,1697125116
412,riberalta,-10.9833,-66.1,34.11,59,93,3.09,BO,1697125116
413,sejenane,37.0572,9.2381,30.53,29,0,3.62,TN,1697125116
414,kingsbridge,50.2845,-3.7764,16.98,90,100,5.96,GB,1697125116
415,malvan,16.0667,73.4667,27.69,83,67,2.81,IN,1697125116
416,dali,25.7,100.1833,14.77,95,100,1.56,CN,1697125116
417,ha tinh,18.3333,105.9,22.6,95,95,3.02,VN,1697125117
418,zambezi,-13.5432,23.1047,34.35,19,100,2.55,ZM,1697125117
419,lindsay,36.203,-119.0882,14.86,78,0,2.57,US,1697125117
420,jaca,42.569,-0.5499,27.29,32,8,1.76,ES,1697125045
421,artigas,-30.4,-56.4667,15.22,45,0,6.1,UY,1697125117
422,namibe,-15.1961,12.1522,21.33,75,20,4.24,AO,1697125117
423,al bawiti,28.3492,28.8659,25.54,35,0,4.16,EG,1697125117
424,poronaysk,49.2167,143.1167,9.6,67,5,3.81,RU,1697125117
425,castillos,-34.1667,-53.8333,12.19,47,3,5.17,UY,1697125118
426,dudinka,69.4058,86.1778,1.49,93,99,6.71,RU,1697125118
427,vila velha,-20.3297,-40.2925,30.97,59,20,7.72,BR,1697125118
428,smithers,54.7804,-127.1743,6.18,93,100,2.06,CA,1697124908
429,khanty-mansiysk,61.0042,69.0019,2.06,55,20,4.02,RU,1697125118
430,huangnihe,43.5583,128.0239,8.19,69,0,1.67,CN,1697125118
431,revda,56.801,59.9303,2.0,81,100,7.24,RU,1697125118
432,teslic,44.6064,17.8597,21.51,51,16,0.98,BA,1697125118
433,wagar,16.1525,36.2032,36.32,25,0,1.88,SD,1697125118
434,gaiman,-43.2897,-65.4929,13.61,37,24,8.65,AR,1697125118
435,hanceville,34.0607,-86.7675,20.28,66,95,5.87,US,1697124925
436,xinyuan,37.3,99.0,-3.7,83,11,1.78,CN,1697125119
437,ciudad mante,22.7333,-98.9667,27.97,63,2,1.29,MX,1697125110
438,xiva,41.3783,60.3639,6.99,55,27,6.0,UZ,1697125119
439,gnesta,59.0475,17.3119,12.81,50,0,6.05,SE,1697125119
440,whangarei,-35.7317,174.3239,8.42,97,38,1.59,NZ,1697125119
441,colonia,50.9333,6.95,18.36,83,75,3.09,DE,1697125119
442,tympaki,35.0729,24.7685,22.84,58,81,4.02,GR,1697125119
443,dunedin,-45.8742,170.5036,9.89,82,85,0.45,NZ,1697125120
444,waingapu,-9.6567,120.2641,26.39,76,54,4.27,ID,1697125120
445,saldanha,-33.0117,17.9442,20.03,83,4,9.15,ZA,1697125120
446,lysyye gory,51.5506,44.8414,9.09,28,94,9.86,RU,1697125120
447,malayer,34.2969,48.8235,20.94,32,75,2.06,IR,1697125120
448,karratha,-20.7377,116.8463,27.1,56,3,4.24,AU,1697125120
449,fortaleza,-3.7227,-38.5247,32.07,55,20,9.26,BR,1697125120
450,yatou,37.15,122.3833,16.6,57,100,0.41,CN,1697125120
451,antsiranana,-12.2787,49.2917,26.42,53,20,5.14,MG,1697125121
452,kristiansund,63.1115,7.732,8.36,76,75,10.8,NO,1697125121
453,pyhajarvi,67.0701,27.2176,0.64,98,100,6.6,FI,1697125121
454,ratnagiri,16.9833,73.3,27.07,87,64,2.6,IN,1697125121
455,malakanagiri,18.35,81.9,24.61,71,68,0.51,IN,1697125121
456,bawku,11.0616,-0.2417,35.16,35,20,4.09,GH,1697125121
457,prince albert,53.2001,-105.7677,5.97,87,100,5.66,CA,1697125121
458,fort st. john,56.2499,-120.8529,6.94,87,40,3.09,CA,1697125122
459,lospalos,-8.5186,127.0025,22.02,89,69,1.97,TL,1697125122
460,sekong,-6.3996,106.0252,24.83,81,99,0.27,ID,1697125122
461,haiku-pauwela,20.9219,-156.3051,23.91,78,0,2.57,US,1697125122
462,horta,38.5333,-28.6333,22.8,73,20,6.17,PT,1697125122
463,minas de marcona,-15.2119,-75.1103,18.28,62,87,5.86,PE,1697125122
464,new norfolk,-42.7826,147.0587,10.72,87,100,2.09,AU,1697125122
465,zhanaozen,43.3,52.8,8.69,57,0,2.88,KZ,1697125123
466,birao,10.2849,22.7882,29.17,59,74,1.82,CF,1697125123
467,carutapera,-1.195,-46.02,31.15,56,95,4.69,BR,1697125123
468,london,51.5085,-0.1257,18.21,93,100,2.57,GB,1697124634
469,glace bay,46.1969,-59.957,15.44,95,75,6.17,CA,1697125123
470,tongshan,34.1805,117.1571,17.59,63,98,2.56,CN,1697125123
471,falenki,58.3613,51.5946,2.11,97,100,7.8,RU,1697125123
472,taoudenni,22.6783,-3.9836,37.28,9,0,3.74,ML,1697125123
473,raychikhinsk,49.7838,129.4121,8.84,64,12,4.19,RU,1697125123
474,tsiombe,-25.3,45.4833,21.65,73,49,7.09,MG,1697125124
475,chimore,-16.9833,-65.1333,37.92,31,79,1.08,BO,1697125124
476,luang prabang,19.8856,102.1347,22.45,98,96,0.38,LA,1697125124
477,lensk,60.7253,114.9278,12.62,66,89,4.92,RU,1697125124
478,san antonio de pale,-1.4014,5.6325,25.5,83,37,5.68,GQ,1697125124
479,dahab,28.501,34.5134,29.55,35,0,4.71,EG,1697125124
480,iraquara,-12.2486,-41.6194,27.84,25,24,3.1,BR,1697124841
481,dalbandin,28.8947,64.4101,29.28,12,0,3.08,PK,1697125125
482,ghanzi,-21.5667,21.7833,31.4,25,80,3.57,BW,1697125125
483,koster,-25.863,26.8976,24.94,27,100,5.16,ZA,1697125125
484,olonets,60.9847,32.9698,7.73,85,74,8.36,RU,1697125125
485,kindu,-2.95,25.95,27.36,62,96,1.38,CD,1697125125
486,leh,34.1667,77.5833,8.51,22,2,2.39,IN,1697125125
487,coahuayana de hidalgo,18.7,-103.6583,28.17,77,61,0.55,MX,1697125125
488,beledweyne,4.7358,45.2036,32.51,44,98,2.86,SO,1697125125
489,colares,38.7992,-9.4469,28.81,60,0,7.15,PT,1697125126
490,kingsville,27.5159,-97.8561,28.28,84,75,1.54,US,1697125126
491,duncan,34.5023,-97.9578,20.94,83,100,7.2,US,1697125126
492,santa marta de ortigueira,43.6833,-7.85,23.47,57,100,0.44,ES,1697125126
493,manokwari,-0.8667,134.0833,25.9,82,11,1.69,ID,1697125126
494,oriximina,-1.7656,-55.8661,39.36,28,6,1.83,BR,1697125126
495,klaksvik,62.2266,-6.589,9.51,92,100,14.47,FO,1697125126
496,merizo village,13.2658,144.6691,28.32,91,100,10.76,GU,1697125126
497,praia da vitoria,38.7333,-27.0667,23.2,68,20,4.99,PT,1697125127
498,semnan,35.5729,53.3971,16.54,56,88,3.57,IR,1697125127
499,nastola,60.95,25.9333,6.58,77,46,5.85,FI,1697125127
500,whakatane,-37.9585,176.9854,10.99,91,15,2.38,NZ,1697124900
501,kone,-21.0595,164.8658,18.31,92,40,2.19,NC,1697125127
502,weno,7.4515,151.8468,28.67,77,72,3.97,FM,1697125127
503,teguise,29.0605,-13.564,23.12,83,0,7.2,ES,1697125127
504,bol,13.4586,14.7147,29.52,63,32,5.05,TD,1697125073
505,barreirinhas,-2.7469,-42.8264,33.06,44,66,6.55,BR,1697125128
506,buchach,49.0625,25.388,16.83,56,55,3.63,UA,1697125128
507,n'dalatando,-9.2978,14.9116,30.66,40,39,2.68,AO,1697125128
508,kozluk,38.1938,41.4885,22.14,33,0,1.45,TR,1697125128
509,damasak,13.0977,12.4952,37.98,21,17,3.69,NG,1697125128
510,mariinsk,56.2139,87.7472,10.0,45,100,4.47,RU,1697125128
511,al khafji,28.4391,48.4913,30.15,61,0,3.75,SA,1697125128
512,riachao,-7.3619,-46.6172,37.34,23,63,1.72,BR,1697125128
513,mahibadhoo,3.7833,72.9667,28.0,72,41,4.65,MV,1697125129
514,verkhnevilyuysk,63.4453,120.3167,2.75,81,100,0.89,RU,1697125129
515,mar del plata,-38.0023,-57.5575,13.3,63,20,3.09,AR,1697125129
516,port-cartier,50.0334,-66.8654,12.12,95,100,3.34,CA,1697125129
517,laguna,38.421,-121.4238,18.49,74,0,2.06,US,1697125129
518,amungan,15.3652,119.9582,26.98,80,59,1.92,PH,1697125129
519,yangambi,0.8102,24.4336,26.75,68,80,1.58,CD,1697125129
520,dakhla,23.6848,-15.958,24.45,61,0,6.85,EH,1697125130
521,torghay,49.6339,63.4981,7.49,41,0,2.47,KZ,1697125130
522,errachidia,31.9275,-4.4285,28.03,18,20,2.57,MA,1697125112
523,road town,18.4167,-64.6167,32.05,74,75,3.09,VG,1697124927
524,snowflake,34.5134,-110.0785,14.8,29,9,5.43,US,1697125130
525,pimentel,-6.8367,-79.9342,22.16,73,20,6.17,PE,1697125130
526,comodoro rivadavia,-45.8667,-67.5,12.92,41,20,4.63,AR,1697125130
527,saint-amand-montrond,46.75,2.5,26.27,31,100,2.6,FR,1697125130
528,buta,2.7858,24.73,23.08,95,95,1.35,CD,1697125130
529,kijang,35.2442,129.2139,13.85,66,95,3.67,KR,1697125131
530,aras-asan,8.8908,126.3033,26.0,87,88,2.1,PH,1697125131
531,nova sintra,14.8667,-24.7167,24.7,73,53,3.12,CV,1697125131
532,viedma,-40.8135,-62.9967,20.57,16,0,5.78,AR,1697125131
533,houyu,26.0614,119.5358,22.99,78,0,4.0,CN,1697125131
534,pemangkat,1.1667,108.9667,26.85,83,100,2.44,ID,1697125131
535,vernon,50.2581,-119.2691,4.74,93,6,0.51,CA,1697125004
536,sioux falls,43.55,-96.7003,8.92,89,100,9.77,US,1697124909
537,kayangel,8.0823,134.7173,28.26,79,99,8.63,PW,1697125132
538,puerto deseado,-47.7503,-65.8938,10.75,45,10,7.33,AR,1697125132
539,malpica,43.3228,-8.8105,30.09,32,99,5.66,ES,1697125132
540,mutum biyu,8.6333,10.7667,32.28,58,89,1.13,NG,1697125132
541,patong,7.8961,98.2966,31.12,70,30,1.23,TH,1697125132
542,seme,15.1942,-12.9448,34.43,46,86,3.63,SN,1697125132
543,chos malal,-37.3781,-70.2709,16.93,22,0,0.74,AR,1697125132
544,cadale,2.7603,46.3222,26.76,82,39,5.49,SO,1697125133
545,iquitos,-3.7481,-73.2472,32.02,79,20,2.57,PE,1697125133
546,inhambane,-23.865,35.3833,26.99,78,40,7.2,MZ,1697125133
547,emkhomazi,-30.2067,30.7978,21.77,77,100,6.67,ZA,1697125133
548,sovetskaya gavan',48.9723,140.2878,12.28,63,26,3.43,RU,1697125133
549,hasaki,35.7333,140.8333,15.16,52,2,4.96,JP,1697125133
550,mandera,3.9366,41.867,34.97,33,79,3.07,KE,1697125133
551,santo antonio do ica,-3.1022,-67.9397,38.89,33,75,0.06,BR,1697125134
552,bayanhongor,46.7167,100.1167,1.46,58,0,1.01,MN,1697125134
553,arendal,58.4615,8.7725,10.89,57,100,6.45,NO,1697125134
554,caleta de carquin,-11.0925,-77.6267,20.89,74,69,3.87,PE,1697125134
555,yamada,39.4667,141.95,11.41,76,0,2.78,JP,1697125134
556,lutjenburg,54.2919,10.5895,13.78,71,30,1.79,DE,1697125134
557,kargasok,59.0556,80.8572,4.98,79,92,6.26,RU,1697125134
558,taghazout,30.5426,-9.7112,37.43,30,4,5.19,MA,1697125134
559,szczecinek,53.7079,16.6994,12.48,68,87,4.44,PL,1697125134
560,bosobolo,4.1833,19.9,26.58,83,32,0.89,CD,1697125135
561,tokar,18.4254,37.729,30.47,68,0,4.81,SD,1697125135
562,igarka,67.4667,86.5833,1.88,99,100,2.58,RU,1697125135
563,novovarshavka,54.1721,74.6946,5.11,52,47,3.32,RU,1697125135
564,labytnangi,66.6572,66.4183,-0.63,84,48,2.77,RU,1697125135
565,el fuerte,26.4189,-108.6194,29.38,56,0,3.59,MX,1697125135
566,codajas,-3.8367,-62.0569,41.98,19,11,1.51,BR,1697125135
567,kisangani,0.5167,25.2,27.67,64,32,0.24,CD,1697125135
568,nantucket,41.2835,-70.0995,21.03,72,75,3.09,US,1697124851
569,kiunga,-6.1219,141.2906,23.16,100,100,0.53,PG,1697125136
570,visaginas,55.6,26.4167,10.37,76,41,7.4,LT,1697125136
571,kolonia,50.9333,6.95,18.36,83,75,3.09,DE,1697125136
572,kununurra,-15.7667,128.7333,25.99,65,76,1.54,AU,1697125136
573,pokhara,28.2333,83.9833,18.49,89,5,2.21,NP,1697125136
574,joshimath,30.5667,79.5667,15.8,80,48,0.93,IN,1697125136
575,cidreira,-30.1811,-50.2056,14.98,79,100,6.29,BR,1697125136
576,piti village,13.4626,144.6933,28.5,89,40,4.63,GU,1697125137
577,namtsy,62.7161,129.6658,2.8,75,100,3.05,RU,1697125137
578,taperoa,-7.2075,-36.8267,32.24,27,1,3.01,BR,1697125137
579,murghob,38.1702,73.9667,5.76,35,6,2.04,TJ,1697125137
580,vredendal,-31.6683,18.5012,17.8,64,0,6.99,ZA,1697125137
581,okhotsk,59.3833,143.3,-0.49,57,25,2.83,RU,1697125137
582,guerrero negro,27.9769,-114.0611,20.21,62,53,5.94,MX,1697125137
